County,Year,Month,Severity,Period
微山县,2023,8,1,无发生
微山县,2023,10,1,无发生
鱼台县,2023,6,1,无发生
鱼台县,2023,8,1,无发生
鱼台县,2023,10,1,无发生
金乡县,2023,6,1,无发生
金乡县,2023,8,1,无发生
金乡县,2023,10,1,无发生
嘉祥县,2023,6,1,无发生
嘉祥县,2023,8,1,无发生
嘉祥县,2023,10,1,无发生
汶上县,2023,6,1,无发生
汶上县,2023,8,1,无发生
汶上县,2023,10,1,无发生
泗水县,2023,6,1,无发生
泗水县,2023,8,1,无发生
泗水县,2023,10,1,无发生
梁山县,2023,6,1,无发生
梁山县,2023,8,1,无发生
梁山县,2023,10,1,无发生
高新区,2023,6,1,无发生
高新区,2023,8,1,无发生
高新区,2023,10,1,无发生
经开区,2023,6,1,无发生
经开区,2023,8,1,无发生
经开区,2023,10,1,无发生
曲阜市,2023,6,1,无发生
曲阜市,2023,8,1,无发生
曲阜市,2023,10,1,无发生
邹城市,2023,6,1,无发生
邹城市,2023,8,1,无发生
邹城市,2023,10,1,无发生
泰山区,2023,6,1,无发生
泰山区,2023,8,1,无发生
泰山区,2023,10,1,无发生
岱岳区,2023,6,1,无发生
岱岳区,2023,8,1,无发生
岱岳区,2023,10,1,无发生
宁阳县,2023,6,1,无发生
宁阳县,2023,8,1,无发生
宁阳县,2023,10,1,无发生
东平县,2023,6,1,无发生
东平县,2023,8,1,无发生
东平县,2023,10,1,无发生
新泰市,2023,6,1,无发生
新泰市,2023,8,1,无发生
新泰市,2023,10,1,无发生
肥城市,2023,6,1,无发生
肥城市,2023,8,1,无发生
肥城市,2023,10,1,无发生
环翠区,2023,6,1,无发生
环翠区,2023,8,1,无发生
环翠区,2023,10,1,无发生
文登区,2023,6,1,无发生
文登区,2023,8,1,无发生
文登区,2023,10,1,无发生
荣成市,2023,6,1,无发生
荣成市,2023,8,1,无发生
荣成市,2023,10,1,无发生
乳山市,2023,6,1,无发生
乳山市,2023,8,1,无发生
乳山市,2023,10,1,无发生
东港区,2023,6,1,无发生
东港区,2023,8,1,无发生
东港区,2023,10,1,无发生
岚山区,2023,6,1,无发生
岚山区,2023,8,1,无发生
岚山区,2023,10,1,无发生
五莲县,2023,6,1,无发生
五莲县,2023,8,1,无发生
五莲县,2023,10,1,无发生
莒县,2023,6,1,无发生
莒县,2023,8,1,无发生
莒县,2023,10,1,无发生
兰山区,2023,6,1,无发生
兰山区,2023,8,1,无发生
兰山区,2023,10,1,无发生
罗庄区,2023,6,1,无发生
罗庄区,2023,8,1,无发生
罗庄区,2023,10,1,无发生
河东区,2023,6,1,无发生
河东区,2023,8,1,无发生
河东区,2023,10,1,无发生
沂南县,2023,6,1,无发生
沂南县,2023,8,1,无发生
沂南县,2023,10,1,无发生
郯城县,2023,6,1,无发生
郯城县,2023,8,1,无发生
郯城县,2023,10,1,无发生
沂水县,2023,6,1,无发生
沂水县,2023,8,1,无发生
沂水县,2023,10,1,无发生
兰陵县,2023,6,1,无发生
兰陵县,2023,8,1,无发生
兰陵县,2023,10,1,无发生
费县,2023,6,1,无发生
费县,2023,8,1,无发生
费县,2023,10,1,无发生
平邑县,2023,6,1,无发生
平邑县,2023,8,1,无发生
平邑县,2023,10,1,无发生
莒南县,2023,6,1,无发生
莒南县,2023,8,1,无发生
莒南县,2023,10,1,无发生
蒙阴县,2023,6,1,无发生
蒙阴县,2023,8,1,无发生
蒙阴县,2023,10,1,无发生
临沭县,2023,6,1,无发生
临沭县,2023,8,1,无发生
临沭县,2023,10,1,无发生
德城区,2023,6,1,无发生
德城区,2023,8,1,无发生
德城区,2023,10,1,无发生
陵城区,2023,6,1,无发生
陵城区,2023,8,1,无发生
陵城区,2023,10,1,无发生
宁津县,2023,6,1,无发生
宁津县,2023,8,1,无发生
宁津县,2023,10,1,无发生
庆云县,2023,6,1,无发生
庆云县,2023,8,1,无发生
庆云县,2023,10,1,无发生
临邑县,2023,6,1,无发生
临邑县,2023,8,1,无发生
临邑县,2023,10,1,无发生
齐河县,2023,6,1,无发生
齐河县,2023,8,1,无发生
齐河县,2023,10,1,无发生
平原县,2023,6,1,无发生
平原县,2023,8,1,无发生
平原县,2023,10,1,无发生
夏津县,2023,6,1,无发生
夏津县,2023,8,1,无发生
夏津县,2023,10,1,无发生
武城县,2023,6,1,无发生
武城县,2023,8,1,无发生
武城县,2023,10,1,无发生
乐陵市,2023,6,1,无发生
乐陵市,2023,8,1,无发生
乐陵市,2023,10,1,无发生
禹城市,2023,6,1,无发生
禹城市,2023,8,1,无发生
禹城市,2023,10,1,无发生
东昌府区,2023,6,1,无发生
东昌府区,2023,8,1,无发生
东昌府区,2023,10,1,无发生
阳谷县,2023,6,1,无发生
阳谷县,2023,8,1,无发生
阳谷县,2023,10,1,无发生
莘县,2023,6,1,无发生
莘县,2023,8,1,无发生
莘县,2023,10,1,无发生
茌平县,2023,6,1,无发生
茌平县,2023,8,1,无发生
茌平县,2023,10,1,无发生
东阿县,2023,6,1,无发生
东阿县,2023,8,1,无发生
东阿县,2023,10,1,无发生
冠县,2023,6,1,无发生
冠县,2023,8,1,无发生
冠县,2023,10,1,无发生
高唐县,2023,6,1,无发生
高唐县,2023,8,1,无发生
高唐县,2023,10,1,无发生
临清县,2023,6,1,无发生
临清县,2023,8,1,无发生
临清县,2023,10,1,无发生
滨城区,2023,6,1,无发生
滨城区,2023,8,1,无发生
滨城区,2023,10,1,无发生
沾化区,2023,6,1,无发生
沾化区,2023,8,1,无发生
沾化区,2023,10,1,无发生
惠民县,2023,6,1,无发生
惠民县,2023,8,1,无发生
惠民县,2023,10,1,无发生
阳信县,2023,6,1,无发生
阳信县,2023,8,1,无发生
阳信县,2023,10,1,无发生
无棣县,2023,6,1,无发生
无棣县,2023,8,1,无发生
无棣县,2023,10,1,无发生
博兴县,2023,6,1,无发生
博兴县,2023,8,1,无发生
博兴县,2023,10,1,无发生
邹平县,2023,6,1,无发生
邹平县,2023,8,1,无发生
邹平县,2023,10,1,无发生
牡丹区,2023,6,1,无发生
牡丹区,2023,8,1,无发生
牡丹区,2023,10,1,无发生
定陶区,2023,6,1,无发生
定陶区,2023,8,1,无发生
定陶区,2023,10,1,无发生
曹县,2023,6,1,无发生
曹县,2023,8,1,无发生
曹县,2023,10,1,无发生
成武县,2023,6,1,无发生
成武县,2023,8,1,无发生
成武县,2023,10,1,无发生
巨野县,2023,6,1,无发生
巨野县,2023,8,1,无发生
巨野县,2023,10,1,无发生
郓城县,2023,6,1,无发生
郓城县,2023,8,1,无发生
郓城县,2023,10,1,无发生
鄄城县,2023,6,1,无发生
鄄城县,2023,8,1,无发生
鄄城县,2023,10,1,无发生
东明县,2023,6,1,无发生
东明县,2023,8,1,无发生
东明县,2023,10,1,无发生
单县,2023,6,1,无发生
单县,2023,8,1,无发生
单县,2023,10,1,无发生
历下区,2024,6,1,无发生
历下区,2024,8,1,无发生
历下区,2024,10,1,无发生
市中区,2024,6,1,无发生
市中区,2024,8,1,无发生
市中区,2024,10,1,无发生
槐荫区,2024,6,1,无发生
槐荫区,2024,8,1,无发生
槐荫区,2024,10,1,无发生
天桥区,2024,6,1,无发生
天桥区,2024,8,1,无发生
天桥区,2024,10,1,无发生
历城区,2024,6,1,无发生
历城区,2024,8,1,无发生
历城区,2024,10,1,无发生
长清区,2024,6,1,无发生
长清区,2024,8,1,无发生
长清区,2024,10,1,无发生
章丘区,2024,6,1,无发生
章丘区,2024,8,1,无发生
章丘区,2024,10,1,无发生
济阳区,2024,6,1,无发生
济阳区,2024,8,1,无发生
济阳区,2024,10,1,无发生
平阴县,2024,6,1,无发生
平阴县,2024,8,1,无发生
平阴县,2024,10,1,无发生
商河县,2024,6,1,无发生
商河县,2024,8,1,无发生
商河县,2024,10,1,无发生
莱芜区,2024,6,1,无发生
莱芜区,2024,8,1,无发生
莱芜区,2024,10,1,无发生
高新区,2024,6,1,无发生
高新区,2024,8,1,无发生
高新区,2024,10,1,无发生
起步区,2024,6,1,无发生
起步区,2024,8,1,无发生
起步区,2024,10,1,无发生
钢城区,2024,6,1,无发生
钢城区,2024,8,1,无发生
钢城区,2024,10,1,无发生
市南区,2024,6,1,无发生
市南区,2024,8,1,无发生
市南区,2024,10,1,无发生
李沧区,2024,6,1,无发生
李沧区,2024,8,1,无发生
李沧区,2024,10,1,无发生
城阳区,2024,6,1,无发生
城阳区,2024,8,1,无发生
城阳区,2024,10,1,无发生
市北区,2024,6,1,无发生
市北区,2024,8,1,无发生
市北区,2024,10,1,无发生
西海岸新区,2024,6,1,无发生
西海岸新区,2024,8,1,无发生
西海岸新区,2024,10,1,无发生
崂山区,2024,6,1,无发生
崂山区,2024,8,1,无发生
崂山区,2024,10,1,无发生
即墨区,2024,6,1,无发生
即墨区,2024,8,1,无发生
即墨区,2024,10,1,无发生
胶州市,2024,6,1,无发生
胶州市,2024,8,1,无发生
胶州市,2024,10,1,无发生
平度市,2024,6,1,无发生
平度市,2024,8,1,无发生
平度市,2024,10,1,无发生
莱西市,2024,6,1,无发生
莱西市,2024,8,1,无发生
莱西市,2024,10,1,无发生
淄川区,2024,6,1,无发生
淄川区,2024,8,1,无发生
淄川区,2024,10,1,无发生
张店区,2024,6,1,无发生
张店区,2024,8,1,无发生
张店区,2024,10,1,无发生
博山区,2024,6,1,无发生
博山区,2024,8,1,无发生
博山区,2024,10,1,无发生
临淄区,2024,6,1,无发生
临淄区,2024,8,1,无发生
临淄区,2024,10,1,无发生
周村区,2024,6,1,无发生
周村区,2024,8,1,无发生
周村区,2024,10,1,无发生
桓台区,2024,6,1,无发生
桓台区,2024,8,1,无发生
桓台区,2024,10,1,无发生
高青县,2024,6,1,无发生
高青县,2024,8,1,无发生
高青县,2024,10,1,无发生
沂源区,2024,6,1,无发生
沂源区,2024,8,1,无发生
沂源区,2024,10,1,无发生
市中区,2024,6,1,无发生
市中区,2024,8,1,无发生
市中区,2024,10,1,无发生
薛城区,2024,6,1,无发生
薛城区,2024,8,1,无发生
薛城区,2024,10,1,无发生
峰城区,2024,6,1,无发生
峰城区,2024,8,1,无发生
峰城区,2024,10,1,无发生
台儿庄区,2024,6,1,无发生
台儿庄区,2024,8,1,无发生
台儿庄区,2024,10,1,无发生
山亭区,2024,6,1,无发生
山亭区,2024,8,1,无发生
山亭区,2024,10,1,无发生
滕州市,2024,6,1,无发生
滕州市,2024,8,1,无发生
滕州市,2024,10,1,无发生
东营区,2024,6,1,无发生
东营区,2024,8,1,无发生
东营区,2024,10,1,无发生
河口区,2024,6,1,无发生
河口区,2024,8,1,无发生
河口区,2024,10,1,无发生
垦利区,2024,6,1,无发生
垦利区,2024,8,1,无发生
垦利区,2024,10,1,无发生
利津县,2024,6,1,无发生
利津县,2024,8,1,无发生
利津县,2024,10,1,无发生
广饶县,2024,6,1,无发生
广饶县,2024,8,1,无发生
广饶县,2024,10,1,无发生
芝罘区,2024,6,1,无发生
芝罘区,2024,8,1,无发生
芝罘区,2024,10,1,无发生
福山区,2024,6,1,无发生
福山区,2024,8,1,无发生
福山区,2024,10,1,无发生
牟平区,2024,6,1,无发生
牟平区,2024,8,1,无发生
牟平区,2024,10,1,无发生
莱山区,2024,6,1,无发生
莱山区,2024,8,1,无发生
莱山区,2024,10,1,无发生
龙口市,2024,6,1,无发生
龙口市,2024,8,1,无发生
龙口市,2024,10,1,无发生
莱阳市,2024,6,1,无发生
莱阳市,2024,8,1,无发生
莱阳市,2024,10,1,无发生
莱州市,2024,6,1,无发生
莱州市,2024,8,1,无发生
莱州市,2024,10,1,无发生
蓬莱市,2024,6,1,无发生
蓬莱市,2024,8,1,无发生
蓬莱市,2024,10,1,无发生
招远市,2024,6,1,无发生
招远市,2024,8,1,无发生
招远市,2024,10,1,无发生
栖霞市,2024,6,1,无发生
栖霞市,2024,8,1,无发生
栖霞市,2024,10,1,无发生
海阳市,2024,6,1,无发生
海阳市,2024,8,1,无发生
海阳市,2024,10,1,无发生
潍城区,2024,6,1,无发生
潍城区,2024,8,1,无发生
潍城区,2024,10,1,无发生
寒亭区,2024,6,1,无发生
寒亭区,2024,8,1,无发生
寒亭区,2024,10,1,无发生
坊子区,2024,6,1,无发生
坊子区,2024,8,1,无发生
坊子区,2024,10,1,无发生
奎文区,2024,6,1,无发生
奎文区,2024,8,1,无发生
奎文区,2024,10,1,无发生
临朐县,2024,6,1,无发生
临朐县,2024,8,1,无发生
临朐县,2024,10,1,无发生
昌乐县,2024,6,1,无发生
昌乐县,2024,8,1,无发生
昌乐县,2024,10,1,无发生
青州市,2024,6,1,无发生
青州市,2024,8,1,无发生
青州市,2024,10,1,无发生
诸城市,2024,6,1,无发生
诸城市,2024,8,1,无发生
诸城市,2024,10,1,无发生
寿光市,2024,6,1,无发生
寿光市,2024,8,1,无发生
寿光市,2024,10,1,无发生
安丘市,2024,6,1,无发生
安丘市,2024,8,1,无发生
安丘市,2024,10,1,无发生
高密市,2024,6,1,无发生
高密市,2024,8,1,无发生
高密市,2024,10,1,无发生
昌邑市,2024,6,1,无发生
昌邑市,2024,8,1,无发生
昌邑市,2024,10,1,无发生
任城区,2024,6,1,无发生
任城区,2024,8,1,无发生
任城区,2024,10,1,无发生
充州区,2024,6,1,无发生
充州区,2024,8,1,无发生
充州区,2024,10,1,无发生
微山县,2024,6,1,无发生
微山县,2024,8,1,无发生
微山县,2024,10,1,无发生
鱼台县,2024,6,1,无发生
鱼台县,2024,8,1,无发生
鱼台县,2024,10,1,无发生
金乡县,2024,6,1,无发生
金乡县,2024,8,1,无发生
金乡县,2024,10,1,无发生
嘉祥县,2024,6,1,无发生
嘉祥县,2024,8,1,无发生
嘉祥县,2024,10,1,无发生
汶上县,2024,6,1,无发生
汶上县,2024,8,1,无发生
汶上县,2024,10,1,无发生
泗水县,2024,6,1,无发生
泗水县,2024,8,1,无发生
泗水县,2024,10,1,无发生
梁山县,2024,6,1,无发生
梁山县,2024,8,1,无发生
梁山县,2024,10,1,无发生
曲阜市,2024,6,1,无发生
曲阜市,2024,8,1,无发生
曲阜市,2024,10,1,无发生
邹城市,2024,6,1,无发生
邹城市,2024,8,1,无发生
邹城市,2024,10,1,无发生
泰山区,2024,6,1,无发生
泰山区,2024,8,1,无发生
泰山区,2024,10,1,无发生
岱岳区,2024,6,1,无发生
岱岳区,2024,8,1,无发生
岱岳区,2024,10,1,无发生
宁阳县,2024,6,1,无发生
宁阳县,2024,8,1,无发生
宁阳县,2024,10,1,无发生
东平县,2024,6,1,无发生
东平县,2024,8,1,无发生
东平县,2024,10,1,无发生
新泰市,2024,6,1,无发生
新泰市,2024,8,1,无发生
新泰市,2024,10,1,无发生
肥城市,2024,6,1,无发生
肥城市,2024,8,1,无发生
肥城市,2024,10,1,无发生
环翠区,2024,6,1,无发生
环翠区,2024,8,1,无发生
环翠区,2024,10,1,无发生
文登区,2024,6,1,无发生
文登区,2024,8,1,无发生
文登区,2024,10,1,无发生
荣成市,2024,6,1,无发生
荣成市,2024,8,1,无发生
荣成市,2024,10,1,无发生
乳山市,2024,6,1,无发生
乳山市,2024,8,1,无发生
乳山市,2024,10,1,无发生
东港区,2024,6,1,无发生
东港区,2024,8,1,无发生
东港区,2024,10,1,无发生
岚山区,2024,6,1,无发生
岚山区,2024,8,1,无发生
岚山区,2024,10,1,无发生
五莲县,2024,6,1,无发生
五莲县,2024,8,1,无发生
五莲县,2024,10,1,无发生
莒县,2024,6,1,无发生
莒县,2024,8,1,无发生
莒县,2024,10,1,无发生
莱城区,2024,6,1,无发生
莱城区,2024,8,1,无发生
莱城区,2024,10,1,无发生
钢城区,2024,6,1,无发生
钢城区,2024,8,1,无发生
钢城区,2024,10,1,无发生
兰山区,2024,6,1,无发生
兰山区,2024,8,1,无发生
兰山区,2024,10,1,无发生
罗庄区,2024,6,1,无发生
罗庄区,2024,8,1,无发生
罗庄区,2024,10,1,无发生
河东区,2024,6,1,无发生
河东区,2024,8,1,无发生
河东区,2024,10,1,无发生
沂南县,2024,6,1,无发生
沂南县,2024,8,1,无发生
沂南县,2024,10,1,无发生
郯城县,2024,6,1,无发生
郯城县,2024,8,1,无发生
郯城县,2024,10,1,无发生
沂水县,2024,6,1,无发生
沂水县,2024,8,1,无发生
沂水县,2024,10,1,无发生
兰陵县,2024,6,1,无发生
兰陵县,2024,8,1,无发生
兰陵县,2024,10,1,无发生
费县,2024,6,1,无发生
费县,2024,8,1,无发生
费县,2024,10,1,无发生
平邑县,2024,6,1,无发生
平邑县,2024,8,1,无发生
平邑县,2024,10,1,无发生
莒南县,2024,6,1,无发生
莒南县,2024,8,1,无发生
莒南县,2024,10,1,无发生
蒙阴县,2024,6,1,无发生
蒙阴县,2024,8,1,无发生
蒙阴县,2024,10,1,无发生
临沭县,2024,6,1,无发生
临沭县,2024,8,1,无发生
临沭县,2024,10,1,无发生
德城区,2024,6,1,无发生
德城区,2024,8,1,无发生
德城区,2024,10,1,无发生
陵城区,2024,6,1,无发生
陵城区,2024,8,1,无发生
陵城区,2024,10,1,无发生
宁津县,2024,6,1,无发生
宁津县,2024,8,1,无发生
宁津县,2024,10,1,无发生
庆云县,2024,6,1,无发生
庆云县,2024,8,1,无发生
庆云县,2024,10,1,无发生
临邑县,2024,6,1,无发生
临邑县,2024,8,1,无发生
临邑县,2024,10,1,无发生
齐河县,2024,6,1,无发生
齐河县,2024,8,1,无发生
齐河县,2024,10,1,无发生
平原县,2024,6,1,无发生
平原县,2024,8,1,无发生
平原县,2024,10,1,无发生
夏津县,2024,6,1,无发生
夏津县,2024,8,1,无发生
夏津县,2024,10,1,无发生
武城县,2024,6,1,无发生
武城县,2024,8,1,无发生
武城县,2024,10,1,无发生
乐陵市,2024,6,1,无发生
乐陵市,2024,8,1,无发生
乐陵市,2024,10,1,无发生
禹城市,2024,6,1,无发生
禹城市,2024,8,1,无发生
禹城市,2024,10,1,无发生
东昌府区,2024,6,1,无发生
东昌府区,2024,8,1,无发生
东昌府区,2024,10,1,无发生
阳谷县,2024,6,1,无发生
阳谷县,2024,8,1,无发生
阳谷县,2024,10,1,无发生
莘县,2024,6,1,无发生
莘县,2024,8,1,无发生
莘县,2024,10,1,无发生
茌平县,2024,6,1,无发生
茌平县,2024,8,1,无发生
茌平县,2024,10,1,无发生
东阿县,2024,6,1,无发生
东阿县,2024,8,1,无发生
东阿县,2024,10,1,无发生
冠县,2024,6,1,无发生
冠县,2024,8,1,无发生
冠县,2024,10,1,无发生
高唐县,2024,6,1,无发生
高唐县,2024,8,1,无发生
高唐县,2024,10,1,无发生
临清县,2024,6,1,无发生
临清县,2024,8,1,无发生
临清县,2024,10,1,无发生
滨城区,2024,6,1,无发生
滨城区,2024,8,1,无发生
滨城区,2024,10,1,无发生
沾化区,2024,6,1,无发生
沾化区,2024,8,1,无发生
沾化区,2024,10,1,无发生
惠民县,2024,6,1,无发生
惠民县,2024,8,1,无发生
惠民县,2024,10,1,无发生
阳信县,2024,6,1,无发生
阳信县,2024,8,1,无发生
阳信县,2024,10,1,无发生
无棣县,2024,6,1,无发生
无棣县,2024,8,1,无发生
无棣县,2024,10,1,无发生
博兴县,2024,6,1,无发生
博兴县,2024,8,1,无发生
博兴县,2024,10,1,无发生
邹平县,2024,6,1,无发生
邹平县,2024,8,1,无发生
邹平县,2024,10,1,无发生
牡丹区,2024,6,1,无发生
牡丹区,2024,8,1,无发生
牡丹区,2024,10,1,无发生
定陶区,2024,6,1,无发生
定陶区,2024,8,1,无发生
定陶区,2024,10,1,无发生
曹县,2024,6,1,无发生
曹县,2024,8,1,无发生
曹县,2024,10,1,无发生
成武县,2024,6,1,无发生
成武县,2024,8,1,无发生
成武县,2024,10,1,无发生
巨野县,2024,6,1,无发生
巨野县,2024,8,1,无发生
巨野县,2024,10,1,无发生
郓城县,2024,6,1,无发生
郓城县,2024,8,1,无发生
郓城县,2024,10,1,无发生
鄄城县,2024,6,1,无发生
鄄城县,2024,8,1,无发生
鄄城县,2024,10,1,无发生
东明县,2024,6,1,无发生
东明县,2024,8,1,无发生
东明县,2024,10,1,无发生
单县,2024,6,1,无发生
单县,2024,8,1,无发生
单县,2024,10,1,无发生
